"con1"	"con2"	"con3"	"con4"	"d2_1"	"d2_2"	"d2_3"	"d2_4"	"d4_1"	"d4_2"	"d4_3"	"d4_4"	"Only.identified.by.site"	"Reverse"	"Potential.contaminant"	"t.test.Significantcon_2d"	"t.test.Significantcon_4d"	"matrix31"	"Q.value"	"Intensity"	"MS.MS.Count"	"X.Log.t.test.p.valuecon_2d"	"t.test.Differencecon_2d"	"X.Log.t.test.p.valuecon_4d"	"t.test.Differencecon_4d"	"Test.statistic_"	"Protein.IDs"	"Majority.protein.IDs"	"Protein.names"	"Gene.names"	"Gene_name"	"ProteinID"	"con_mean"	"d2_mean"	"ttest_con_d2_pval"	"d4_mean"	"ttest_con_d4_pval"	"ttest_con_d2_fdr"	"ttest_con_d4_fdr"
"2062"	-2.094551	-0.8198719	-1.30888	-3.264675	-0.4383297	-1.499681	-2.105999	-1.322548	-2.386166	-1.668156	-1.151318	-0.9152718	""	""	""	""	""	""	"0"	"677600000"	"10"	"0.360920625752861"	"-0.530354976654053"	"0.21882839428193"	"-0.341766834259033"	"-0.210326263502226"	"Q5XIF4"	"Q5XIF4"	"Small ubiquitin-related modifier 3"	"Sumo3"	"Sumo3"	"Q5XIF4"	-1.871994475	-1.341639425	0.440727785866933	-1.53022795	0.608130231227157	0.788590393998029	0.957490283902744
"2063"	-0.9619484	1.369757	1.018623	0.630249	1.49563	0.8160839	0.7417736	0.4548931	0.1700191	1.015526	-0.2557755	1.9554	""	""	""	""	""	""	"0"	"3032400000"	"12"	"0.266922655226792"	"-0.362925052642822"	"0.107746609201171"	"-0.207122325897217"	"-0.12113305829129"	"Q5XIF6"	"Q5XIF6"	"Tubulin alpha-4A chain"	"Tuba4a"	"Tuba4a"	"Q5XIF6"	0.51417015	0.87709515	0.55165651147019	0.7212924	0.780310465612961	0.820458103449264	0.96851163251619
"2064"	-0.07510376	1.110798	1.240427	0.2280998	1.684877	1.205704	1.433409	1.299482	0.7172489	1.352116	1.244349	-0.5440788	""	""	""	""	""	""	"0"	"3584200000"	"14"	"1.20756738534408"	"-0.779812812805176"	"0.0425609869543045"	"-0.0663533210754395"	"-0.0430164938401506"	"Q5XIG6;A0A0G2JTQ5"	"Q5XIG6;A0A0G2JTQ5"	"N-acetylgalactosamine kinase"	"Galk2"	"Galk2"	"Q5XIG6"	0.62605526	1.405868	0.091065863882035	0.692408775	0.906962655948134	0.582285355519471	0.979033811709225
"2065"	0.5315456	-0.01698685	0.02818871	0.3451576	0.8017502	1.121796	0.5246468	1.359247	0.8349895	0.7439899	0.8680019	-0.8223324	""	""	""	""	""	""	"0"	"3001900000"	"41"	"1.75733247007922"	"-0.729883670806885"	"0.165043315098122"	"-0.184185981750488"	"-0.128737067314209"	"Q5XIG8;M0RCV0"	"Q5XIG8;M0RCV0"	"Serine-threonine kinase receptor-associated protein"	"Strap;LOC100910575"	"Strap"	"Q5XIG8"	0.221976265	0.95186	0.0201142069133081	0.406162225	0.693214206406883	0.399383951467142	0.963637905671656
"2066"	2.622175	2.806406	3.256611	4.201838	3.115377	2.884279	2.875437	3.299585	2.101622	2.791895	2.962271	3.525888	""	""	""	""	""	""	"0"	"17638000000"	"98"	"0.190512585096997"	"0.178087711334229"	"0.35313077656579"	"0.376338481903076"	"0.257968316852835"	"Q5XIH3"	"Q5XIH3"	""	"Ndufv1"	"Ndufv1"	"Q5XIH3"	3.2217575	3.0436695	0.656490233701245	2.845419	0.444474878621421	0.873000956926256	0.941075218370869
"2067"	-0.8331661	-1.631117	-2.225901	-1.195517	-1.818642	-2.119862	-2.246616	-2.110249	-2.459028	-0.6209965	-0.9848137	-1.106689	""	""	""	""	""	""	"0"	"612560000"	"3"	"0.988338602540269"	"0.6024169921875"	"0.134270250286949"	"-0.178543090820313"	"-0.118902522772712"	"Q5XIH4"	"Q5XIH4"	"Lipoyl synthase, mitochondrial"	"Lias"	"Lias"	"Q5XIH4"	-1.471425275	-2.07384225	0.135837363602449	-1.2928818	0.73501764899264	0.622794535341839	0.966841729932831
"2068"	-3.09314	-5.046631	-3.838392	-2.519888	-4.7205	-3.99128	-2.705517	-3.491572	-2.053791	-4.719743	-4.969966	-3.261029	""	""	""	""	""	""	"0.00083507"	"113310000"	"3"	"0.0522322737340983"	"0.102704226970673"	"0.0509764592462637"	"0.126619756221771"	"0.0676542301554324"	"Q5XII9"	"Q5XII9"	"Mitochondrial fission regulator 1-like"	"Mtfr1l"	"Mtfr1l"	"Q5XII9"	-3.62451275	-3.72721725	0.88696943781994	-3.75113225	0.889465783711862	0.973724715855426	0.977976567122244
"2069"	2.714046	3.490454	3.465328	3.249271	3.27787	3.484735	3.936213	3.870655	3.330139	3.545918	3.473082	3.419138	""	""	""	""	""	""	"0"	"19365000000"	"112"	"0.869160486329823"	"-0.412593364715576"	"0.52736048440999"	"-0.212294101715088"	"-0.179018921255356"	"Q5XIJ3;P41565"	"Q5XIJ3;P41565"	"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial"	"Idh3g"	"Idh3g"	"Q5XIJ3"	3.22977475	3.64236825	0.136079416928743	3.44206925	0.327796565267317	0.622794535341839	0.941075218370869
"2070"	-4.719248	-2.219706	-1.55806	-3.292067	-5.340564	-2.602449	-1.832376	-5.066724	-4.588621	-2.024014	-5.147399	-3.470736	""	""	""	""	""	""	"0"	"302960000"	"3"	"0.284101454547529"	"0.763258457183838"	"0.385450442976718"	"0.860422313213348"	"0.435560198012993"	"Q5XIJ6"	"Q5XIJ6"	"BRISC and BRCA1-A complex member 1"	"Babam1"	"Babam1"	"Q5XIJ6"	-2.94727025	-3.71052825	0.521240086395313	-3.8076925	0.411670376625202	0.813197733942944	0.941075218370869
"2071"	2.429937	-0.7915363	-3.399321	2.017963	-2.278385	-1.580286	-3.209845	-0.1372814	-1.267916	-4.522083	-0.2237892	-2.582647	""	""	""	""	""	""	"0"	"2561700000"	"22"	"0.582840376850334"	"1.86571025848389"	"0.644161525061921"	"2.21336984634399"	"0.837035803651782"	"Q5XIL4"	"Q5XIL4"	""	"Sorbs3"	"Sorbs3"	"Q5XIL4"	0.0642606749999999	-1.80144935	0.278440864007848	-2.1491088	0.233033796859782	0.713222352209898	0.883276711475735
"2072"	2.053074	1.793243	1.838461	2.704128	1.84687	2.411379	2.340839	2.823086	2.158876	2.153568	2.57151	1.041807	""	""	""	""	""	""	"0"	"8764600000"	"75"	"0.389758999185279"	"-0.258316993713379"	"0.109934850595872"	"0.115786075592041"	"0.0833208039251607"	"Q5XIM7"	"Q5XIM7"	"Lysine--tRNA ligase"	"Kars"	"Kars"	"Q5XIM7"	2.0972265	2.3555435	0.407683577237051	1.98144025	0.778055425807586	0.776996666910836	0.96851163251619
"2073"	4.466141	4.027546	4.129143	4.561235	4.562086	4.708241	4.668242	5.303137	4.529076	4.139284	4.430296	3.90591	""	""	""	""	""	""	"0"	"42859000000"	"237"	"1.29568266398776"	"-0.514410018920898"	"0.0848356360962485"	"0.0448746681213379"	"0.0376610949132529"	"Q5XIM9"	"Q5XIM9"	"T-complex protein 1 subunit beta"	"Cct2"	"Cct2"	"Q5XIM9"	4.29601625	4.8104265	0.0532471893593725	4.2511415	0.8226218768852	0.494200858610022	0.977287668004742
"2074"	-0.05940056	0.9156513	1.329184	0.4540329	1.245338	0.9817314	0.763731	0.6192951	0.1366444	1.305737	-0.6177006	-0.6956577	""	""	""	""	""	""	"0"	"2867900000"	"30"	"0.311392152127523"	"-0.24265718460083"	"0.524320392921306"	"0.62761116027832"	"0.404356633415659"	"Q5XIN6"	"Q5XIN6"	"LETM1 and EF-hand domain-containing protein 1, mitochondrial"	"Letm1"	"Letm1"	"Q5XIN6"	0.65986691	0.902523875	0.499514833301678	0.032255775	0.305997369093959	0.807313730101414	0.941075218370869
"2075"	2.483688	1.909582	1.63994	4.104372	2.025778	1.438404	2.086859	2.774267	1.792019	1.722481	1.553017	1.866985	""	""	""	""	""	""	"0"	"11788000000"	"93"	"0.309962681497925"	"0.453068733215332"	"0.699006603405402"	"0.800770282745361"	"0.51458068565735"	"Q5XIT9"	"Q5XIT9"	"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"	"Mccc2"	"Mccc2"	"Q5XIT9"	2.5343955	2.081327	0.499473216473508	1.7336255	0.243051584143925	0.807313730101414	0.895113412230048
"2076"	1.954641	1.061632	0.5070019	3.552485	1.314425	0.1805534	-0.149313	1.012699	0.9430771	0.1343079	1.031475	1.222872	""	""	""	""	""	""	"0"	"6703300000"	"52"	"0.779204695611689"	"1.17934894561768"	"0.631165677841908"	"0.936007022857666"	"0.548300820654638"	"Q60587;A0A0G2K330"	"Q60587;A0A0G2K330"	"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase"	"Hadhb"	"Hadhb"	"Q60587"	1.768939975	0.5895911	0.182478416874829	0.832933	0.26017619877422	0.653764872807266	0.920773724490745
"2077"	2.202709	1.888639	2.696308	2.0005	1.995356	2.248859	1.630732	1.877148	1.79162	1.817451	2.023987	1.491377	""	""	""	""	""	""	"0"	"7411600000"	"40"	"0.547070955106273"	"0.259015560150146"	"1.0245670389211"	"0.415930271148682"	"0.343845296982126"	"Q62636"	"Q62636"	"Ras-related protein Rap-1b"	"Rap1b"	"Rap1b"	"Q62636"	2.197039	1.93802375	0.288025287881504	1.78110875	0.104274843260348	0.718386882049423	0.816530915497147
"2078"	2.465277	3.085371	3.302418	3.1374	2.551695	2.821518	3.053837	3.472652	2.897139	2.649961	2.496496	2.980003	""	""	""	""	""	""	"0"	"14010000000"	"78"	"0.0290884523530891"	"0.0226907730102539"	"0.518745670373738"	"0.241716384887695"	"0.199022546318431"	"Q62651"	"Q62651"	"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"	"Ech1"	"Ech1"	"Q62651"	2.9976165	2.9749255	0.935224706308629	2.75589975	0.311505275496233	0.982217714866713	0.941075218370869
"2079"	2.802935	1.197638	1.614622	2.328503	2.020973	3.65604	2.243168	2.673967	2.475956	2.231773	3.166838	0.6879883	""	""	""	""	""	""	"0"	"10064000000"	"32"	"0.617380291248373"	"-0.662612915039063"	"0.0886155960242032"	"-0.154714584350586"	"-0.094666768600064"	"Q62658"	"Q62658"	"Peptidyl-prolyl cis-trans isomerase FKBP1A"	"Fkbp1a"	"Fkbp1a"	"Q62658"	1.9859245	2.648537	0.241339058047727	2.140638825	0.816445371073547	0.696202215855773	0.977287668004742
"2080"	1.152908	2.331514	1.897003	1.481909	2.450241	2.036209	1.818192	2.30719	2.197996	2.068275	2.645529	1.364985	""	""	""	""	""	""	"0"	"7146800000"	"82"	"0.733531420982193"	"-0.437124252319336"	"0.426613933578918"	"-0.353362560272217"	"-0.258240453208517"	"Q62667"	"Q62667"	"Major vault protein"	"Mvp"	"Mvp"	"Q62667"	1.7158335	2.152958	0.198372156261146	2.06919625	0.37449293015094	0.659468508191145	0.941075218370869
"2081"	1.080925	-4.381149	-4.254639	-0.1229496	-4.377214	-0.8224926	-4.752654	0.627718	-0.694334	-3.127541	-0.3575535	-4.501607	""	""	""	""	""	""	"0"	"1310800000"	"9"	"0.0765679725985558"	"0.411707639694214"	"0.0511320600945679"	"0.250805675983429"	"0.0921605783796444"	"Q62669"	"Q62669"	""	"Hbb-b1"	"Hbb-b1"	"Q62669"	-1.91945315	-2.33116065	0.838387037755837	-2.170258875	0.88944984187615	0.955163322929784	0.977976567122244
"2082"	2.804564	1.99894	1.695229	2.919111	1.987717	2.249321	1.997911	2.920156	1.983418	1.724262	2.240717	1.624218	""	""	""	""	""	""	"0"	"9291100000"	"61"	"0.0627107719684424"	"0.0656843185424805"	"0.672715764642598"	"0.461307048797607"	"0.346669751374752"	"R9PXU0;Q62733"	"R9PXU0;Q62733"	"Lamina-associated polypeptide 2, isoform beta"	"Tmpo"	"Tmpo"	"R9PXU0"	2.354461	2.28877625	0.866069271883203	1.89315375	0.231976015801171	0.968830220137024	0.883276711475735
"2083"	-1.176592	-1.200775	-2.863167	-1.943747	-2.024462	-1.689806	-1.813059	-0.838089	-1.70907	-2.263586	-1.298479	-1.87722	""	""	""	""	""	"+"	"0"	"626550000"	"8"	"0.166338651057617"	"-0.204716205596924"	"0.00675791642178597"	"-0.00898122787475586"	"-0.00621444349445812"	"Q62780"	"Q62780"	"Probable ATP-dependent RNA helicase DDX46"	"Ddx46"	"Ddx46"	"Q62780"	-1.79607025	-1.591354	0.684122629663009	-1.78708875	0.984782441069716	0.884552266473437	0.995865705319743
"2084"	-1.155485	-4.270467	-0.8278522	-1.450706	-0.8723812	-0.3493214	0.1888351	-0.5074978	-0.3275604	-0.3530273	-0.8889713	-1.673946	""	""	""	""	""	""	"0"	"1025400000"	"13"	"0.959001800989918"	"-1.54103648662567"	"0.622392298720443"	"-1.11525142192841"	"-0.602101543183777"	"Q62785"	"Q62785"	"28 kDa heat- and acid-stable phosphoprotein"	"Pdap1"	"Pdap1"	"Q62785"	-1.92612755	-0.385091325	0.145050139941485	-0.81087625	0.261970461884734	0.630205256392547	0.924347872248979
"2085"	1.621504	-3.845865	-3.460852	-0.1995792	-3.655385	-5.593378	-4.60609	-4.403757	-6.052162	-5.868423	-3.403393	-3.182136	""	""	""	""	""	""	"0"	"954100000"	"16"	"1.1838801361731"	"3.09345412254334"	"1.07509462941294"	"3.15533035993576"	"1.24924180711907"	"Q62797"	"Q62797"	""	"Ptpro"	"Ptpro"	"Q62797"	-1.47119805	-4.5646525	0.0962336001444539	-4.6265285	0.0952447766976891	0.58762330450901	0.79607070452643
"2086"	-6.137801	-4.80311	-3.589454	-4.629272	-5.259362	-4.279242	-4.655079	-3.487684	-0.4621296	-3.129141	-3.913989	-2.878677	""	""	""	""	""	""	"0.00042176"	"134000000"	"1"	"0.232630774918273"	"-0.369567275047302"	"1.27967086287116"	"-2.19392490386963"	"-1.14861527271132"	"Q62812"	"Q62812"	"Myosin-9"	"Myh9"	"Myh9"	"Q62812"	-4.78990925	-4.42034175	0.587501716844183	-2.59598415	0.0572661278504066	0.837351144756131	0.760917847364041
"2087"	-2.727245	-0.4654713	-1.814081	-1.570797	-0.7589912	-0.8878746	-0.4039173	-0.8030357	-1.313259	-1.463461	-2.275776	-0.7376194	""	""	""	""	""	""	"0"	"760160000"	"19"	"1.00454455743935"	"-0.930943965911865"	"0.13161030896918"	"-0.196869850158691"	"-0.125948914892911"	"Q62847"	"Q62847"	"Gamma-adducin"	"Add3"	"Add3"	"Q62847"	-1.644398575	-0.7134547	0.137412439668225	-1.44752885	0.740101367756985	0.624076322576111	0.966841729932831
"2088"	3.074829	3.544199	2.991344	2.964712	2.874084	3.129839	2.75771	3.000175	2.907782	2.409155	3.179398	3.288904	""	""	""	""	""	""	"0"	"16250000000"	"119"	"0.612247855519725"	"0.203319072723389"	"0.357297295007734"	"0.197461605072021"	"0.159446778460913"	"Q62920"	"Q62920"	"PDZ and LIM domain protein 5"	"Pdlim5"	"Pdlim5"	"Q62920"	3.143771	2.940452	0.254549227000553	2.94630975	0.443025214424165	0.699862939387587	0.941075218370869
"2089"	-6.180198	-2.849472	-3.496085	-1.648537	-4.829544	-4.964022	-2.254416	-4.064598	-2.267229	-2.483036	-4.516073	-3.096148	""	""	""	""	""	""	"0"	"183570000"	"3"	"0.163344295837555"	"0.484571933746338"	"0.160740664827374"	"-0.452951431274414"	"-0.217325537524671"	"Q62931"	"Q62931"	"Golgi SNAP receptor complex member 1"	"Gosr1"	"Gosr1"	"Q62931"	-3.543573	-4.028145	0.688860916759249	-3.0906215	0.695071429742746	0.887237803716694	0.963637905671656
"2090"	1.954641	3.088028	3.042727	2.158756	2.988195	2.708344	2.689129	1.835527	3.040434	3.073027	3.364206	2.496309	""	""	""	""	""	""	"0"	"13629000000"	"117"	"0.0049735501601495"	"0.00573921203613281"	"0.589608991551348"	"-0.432456016540527"	"-0.321409274627918"	"Q62952"	"Q62952"	"Dihydropyrimidinase-related protein 3"	"Dpysl3"	"Dpysl3"	"Q62952"	2.561038	2.55529875	0.988625777890009	2.993494	0.266202467176577	0.996134251380135	0.928539094545149
"2091"	-1.759378	-0.1568222	-0.7216454	-1.70216	-1.120304	-0.71278	-0.6994209	-1.272989	-0.9741974	-0.5244026	-0.9487686	-0.3427277	""	""	""	""	""	""	"0"	"923490000"	"15"	"0.11963706505691"	"-0.133627891540527"	"0.405991380404327"	"-0.387477397918701"	"-0.27272032899692"	"Q62991"	"Q62991"	"Sec1 family domain-containing protein 1"	"Scfd1"	"Scfd1"	"Q62991"	-1.0850014	-0.951373475	0.765142958543733	-0.697524075	0.40992477618944	0.923421379051499	0.941075218370869
"2092"	-0.06490326	-0.04010582	0.5472374	-1.471542	-0.7877312	-0.2856522	-0.7126236	-0.4505768	-0.3534775	0.7398205	-0.07427979	-0.5186405	""	""	""	""	""	"+"	"0"	"1753100000"	"30"	"0.282146220969649"	"0.301817417144775"	"0.153888319119938"	"-0.205684185028076"	"-0.136062025761325"	"Q63009;A0A0G2K9I8"	"Q63009;A0A0G2K9I8"	"Protein arginine N-methyltransferase 1"	"Prmt1"	"Prmt1"	"Q63009"	-0.25732842	-0.55914595	0.539829562354638	-0.0516443225	0.703826551454734	0.815015559619988	0.963637905671656
"2094"	-3.906365	-3.896273	-4.321907	-3.819572	-3.637388	-2.714018	-2.869276	-3.48576	-0.223526	-2.630852	1.183222	-3.02897	""	""	""	""	""	""	"0"	"479090000"	"11"	"1.72650641691873"	"-0.809418916702271"	"1.50082907954777"	"-2.81099778413773"	"-1.40032086243254"	"Q63041"	"Q63041"	"Alpha-1-macroglobulin;Alpha-1-macroglobulin 45 kDa subunit"	"A1m"	"A1m"	"Q63041"	-3.98602925	-3.1766105	0.0287875489011532	-1.1750315	0.0664402764491568	0.42429501449312	0.760917847364041
"2095"	2.257132	2.1548	2.281269	1.953392	2.844864	2.530005	2.691809	2.617037	3.024075	2.452633	2.480701	2.927322	""	""	""	""	""	""	"0"	"10496000000"	"106"	"2.64761108319157"	"-0.509280204772949"	"1.82207039019584"	"-0.559534549713135"	"-0.479838181709807"	"Q63083"	"Q63083"	"Nucleobindin-1"	"Nucb1"	"Nucb1"	"Q63083"	2.16164825	2.67092875	0.00233411899295413	2.72118275	0.0240208492998039	0.182304685400959	0.715932044208704
"2096"	-4.422053	0.6652431	-0.007118225	-1.861162	-0.1079159	-1.191776	-0.6541061	-4.789551	-2.342402	0.3846779	-1.989868	-1.971817	""	""	""	""	""	""	"0.0011825"	"861910000"	"6"	"0.0639085283840583"	"0.279564619064331"	"0.0192266253817262"	"0.0735795497894287"	"0.0319941059083788"	"Q63089"	"Q63089"	"Solute carrier family 22 member 1"	"Slc22a1"	"Slc22a1"	"Q63089"	-1.40627253125	-1.68583725	0.863191002389964	-1.479852275	0.957198700637694	0.967447072103255	0.991498954481076
"2097"	-4.564163	-3.435902	-2.980312	-4.818535	-3.068762	-3.234486	-4.065115	-4.821808	-2.913782	-3.501808	-3.999471	-3.408937	""	""	""	""	""	""	"0.0061773"	"108780000"	"2"	"0.0926346514797987"	"-0.152185320854187"	"0.4482225965171"	"-0.493728339672089"	"-0.330448336585271"	"Q63118"	"Q63118"	"Calcitonin gene-related peptide type 1 receptor"	"Calcrl"	"Calcrl"	"Q63118"	-3.949728	-3.79754275	0.807974351329859	-3.4559995	0.369072393438431	0.943255532817092	0.941075218370869
"2098"	-0.4185886	0.5207462	-0.4272156	-0.2821236	0.9627476	0.9534187	-0.3438377	-0.08506393	-0.2146378	0.4546261	-0.2017822	0.4874249	""	""	""	""	""	""	"0"	"1915400000"	"17"	"0.602858167358418"	"-0.523611545562744"	"0.418778552349369"	"-0.283203125"	"-0.217887823057912"	"Q63150"	"Q63150"	"Dihydropyrimidinase"	"Dpys"	"Dpys"	"Q63150"	-0.1517954	0.3718161675	0.256356133413541	0.13140775	0.381973788630663	0.701778636998508	0.941075218370869
"2099"	-2.505987	0.02834702	-0.2678452	-2.361036	-3.85591	-1.138477	-0.8600273	-1.341204	-5.282792	-5.266159	-4.525325	-0.1296864	""	""	""	""	""	""	"0"	"644390000"	"4"	"0.216296851479834"	"0.522274136543274"	"0.910340525321681"	"2.52436029911041"	"1.0487879821022"	"Q63159"	"Q63159"	"Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial"	"Coq3"	"Coq3"	"Q63159"	-1.276630295	-1.798904575	0.607737940698878	-3.8009906	0.137438179646116	0.848852032883061	0.829944387677738
"2100"	1.374804	-1.697416	-2.172134	1.699654	-0.09025574	0.9645748	-0.04486847	1.196299	0.007022858	-1.063213	1.585508	-2.662115	""	""	""	""	""	""	"0"	"2976400000"	"27"	"0.274247300110992"	"-0.70521068572998"	"0.0902436325789518"	"0.334425926208496"	"0.142413315816519"	"Q63228;M0RDJ4"	"Q63228;M0RDJ4"	"Glia maturation factor beta"	"Gmfb"	"Gmfb"	"Q63228"	-0.198773	0.5064373975	0.546663157261949	-0.5331992855	0.812490709007303	0.817502041262173	0.976211626571477
"2101"	-3.059227	-2.735416	-4.15405	-2.270245	-3.015421	-2.976133	-1.519278	-1.198231	-2.704432	-2.390287	-1.693165	-4.411774	""	""	""	""	""	""	"0"	"342030000"	"6"	"0.680543280365371"	"-0.877468943595886"	"0.137081736040735"	"-0.254820227622986"	"-0.149654723554417"	"Q63276"	"Q63276"	"Bile acid-CoA:amino acid N-acyltransferase"	"Baat"	"Baat"	"Q63276"	-3.0547345	-2.17726575	0.210086476052956	-2.7999145	0.730790076707238	0.669153816292997	0.966841729932831
"2102"	0.3837051	1.64562	1.061209	0.8881607	-1.339279	1.222792	-0.64254	-0.1358128	-0.255949	0.7888947	-0.3843746	1.1071	""	""	""	""	""	""	"0"	"2322100000"	"22"	"1.05083405081921"	"1.2183837890625"	"0.733039516741148"	"0.680756092071533"	"0.468003652359338"	"Q63279;CON__P19001;CON__Q61782;A0A0G2K623;D4AC62;CON__Q8N1A0;A0A0G2JW58;CON__P35900;P25030;D3Z7Y6;CON__Q9D312;CON__Q04695;Q6IFU8;CON__Q9QWL7;A0A0G2JU48;CON__P08730-1;Q6IFV4;A0A0G2K9Q9;Q6IFU7"	"Q63279"	"Keratin, type I cytoskeletal 19"	"Krt19"	"Krt19"	"Q63279"	0.9946737	-0.22370995	0.107374980799286	0.313917775	0.19063886721453	0.594622847684331	0.857385993988429
"2103"	-0.3354397	-4.41361	-5.209315	-0.01055527	-0.7712517	-1.269388	-1.679102	0.4325829	-1.137833	-3.633612	-1.577883	-1.372635	""	""	""	""	""	""	"0"	"1097700000"	"10"	"0.543954437138723"	"-1.67044031620026"	"0.145629990298607"	"-0.561739444732666"	"-0.227638280458117"	"Q63342"	"Q63342"	"Dimethylglycine dehydrogenase, mitochondrial"	"Dmgdh"	"Dmgdh"	"Q63342"	-2.4922299925	-0.8217897	0.311608929561668	-1.93049075	0.721143428518384	0.73096313401361	0.963637905671656
"2104"	3.77198	2.785341	2.202768	3.063307	2.987034	2.757683	2.046032	2.63599	3.130375	1.970028	2.54756	1.958771	""	""	""	""	""	""	"0"	"13787000000"	"105"	"0.401625145061286"	"0.349164485931396"	"0.612658036247162"	"0.554165840148926"	"0.387797161724605"	"Q63355"	"Q63355"	"Unconventional myosin-Ic"	"Myo1c"	"Myo1c"	"Q63355"	2.955849	2.60668475	0.403386426338023	2.4016835	0.24503869910231	0.775515340031583	0.897531976544126
"2105"	0.8522644	1.193636	-1.40188	-0.330658	0.09634972	-0.1938419	-0.9000225	-0.7055149	0.3295441	-1.056208	-0.2880192	0.8531723	""	""	""	""	""	""	"0"	"2019900000"	"25"	"0.339926482795941"	"0.504097938537598"	"0.058221805204544"	"0.118718147277832"	"0.0690015565289128"	"Q63356;A0A0G2K9E8;D4A7X9"	"Q63356;A0A0G2K9E8"	"Unconventional myosin-Ie"	"Myo1e"	"Myo1e"	"Q63356"	0.0783406	-0.425757395	0.472668762359008	-0.0403777	0.875173031238114	0.799049089669264	0.977287668004742
"2106"	1.900019	1.960938	2.458109	1.221706	1.737291	1.831709	1.497343	1.401159	1.794008	1.135685	1.931757	1.411821	""	""	""	""	""	""	"0"	"6918700000"	"72"	"0.438874593549595"	"0.268317222595215"	"0.456947295474641"	"0.316874980926514"	"0.241496905818266"	"Q63357;A0A0G2K6E3"	"Q63357"	"Unconventional myosin-Id"	"Myo1d"	"Myo1d"	"Q63357"	1.885193	1.6168755	0.38276855826006	1.56831775	0.353106029294514	0.765125436899899	0.941075218370869
"2107"	0.7477398	3.475998	3.455442	1.372419	2.696705	2.881756	2.530718	1.983299	2.645569	3.595839	1.550217	2.92371	""	""	""	""	""	""	"0"	"9920400000"	"52"	"0.1340439328514"	"-0.260219573974609"	"0.19933041746719"	"-0.415933609008789"	"-0.227967670367475"	"Q63362"	"Q63362"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5"	"Ndufa5"	"Ndufa5"	"Q63362"	2.2628997	2.5231195	0.742926300709237	2.67883375	0.635687305548624	0.915006687640105	0.963637905671656
"2108"	-2.364649	-3.80963	-2.373482	-3.642003	-3.924426	-3.801723	-4.588366	-3.841778	-4.578823	-4.177017	-3.760748	-3.74665	""	""	""	""	""	""	"0.0065217"	"117140000"	"2"	"1.20352417829209"	"0.991632342338562"	"1.22193618508926"	"1.0183687210083"	"0.707101120050217"	"Q63377"	"Q63377"	"Sodium/potassium-transporting ATPase subunit beta-3"	"Atp1b3"	"Atp1b3"	"Q63377"	-3.047441	-4.03907325	0.0804328297530548	-4.0658095	0.0753462759138733	0.565910984262538	0.760917847364041
"2109"	0.1312714	0.2796745	0.6681786	-0.2324371	-0.2086792	0.8555126	0.377306	0.8509159	0.3024998	0.4672947	0.2924824	0.04227829	""	""	""	""	""	""	"0"	"2159800000"	"21"	"0.35303696502081"	"-0.257091999053955"	"0.116427843667863"	"-0.0644669532775879"	"-0.0534580448217689"	"Q63396"	"Q63396"	"Activated RNA polymerase II transcriptional coactivator p15"	"Sub1"	"Sub1"	"Q63396"	0.21167185	0.468763825	0.446150847766689	0.2761387975	0.768961566305715	0.790065776247999	0.966841729932831
"2110"	2.450697	2.685556	1.784182	1.983662	2.343037	2.945208	2.702873	2.883471	2.033148	2.139141	2.433666	2.274714	""	""	""	""	""	""	"0"	"10821000000"	"76"	"1.02812621092454"	"-0.492622852325439"	"0.00875294497913458"	"0.00585699081420898"	"0.00478251149476459"	"Q63413;A0A0G2KAT4"	"Q63413;A0A0G2KAT4"	"Spliceosome RNA helicase Ddx39b"	"Ddx39b"	"Ddx39b"	"Q63413"	2.22602425	2.71864725	0.101442669581451	2.22016725	0.98044546359291	0.594622847684331	0.995865705319743
"2111"	-2.325859	-3.391933	-3.746358	-1.757032	-4.51706	-1.700409	-2.531849	-1.711981	-2.398529	-2.854452	-1.87409	-6.324997	""	""	""	""	""	""	"0"	"364270000"	"3"	"0.0851554203598536"	"-0.189970970153809"	"0.198790761191539"	"0.557721614837646"	"0.264547417513729"	"Q63486;Q63487"	"Q63486;Q63487"	"Ras-related GTP-binding protein A;Ras-related GTP-binding protein B"	"Rraga;RragB"	"Rraga"	"Q63486"	-2.8052955	-2.61532475	0.822857964355458	-3.363017	0.63999219620991	0.949864244685653	0.963637905671656
"2112"	2.457298	3.349035	2.921663	3.216892	3.71677	3.240307	3.416815	3.513332	2.768652	3.662359	2.974089	2.677444	""	""	""	""	""	""	"0"	"16762000000"	"90"	"1.15145072507465"	"-0.485583782196045"	"0.0401177483582905"	"-0.0344138145446777"	"-0.0265176002907719"	"Q63530"	"Q63530"	"Phosphotriesterase-related protein"	"Pter"	"Pter"	"Q63530"	2.986222	3.471806	0.0866305974022433	3.020636	0.911814829759135	0.576803158409851	0.979033811709225
