527_RG_Benzing_Rinschen_150523_TQ_S01	527_RG_Benzing_Rinschen_150523_TQ_S02	527_RG_Benzing_Rinschen_150523_TQ_S07	527_RG_Benzing_Rinschen_150523_TQ_S08	527_RG_Benzing_Rinschen_150523_TQ_S09	527_RG_Benzing_Rinschen_150523_TQ_S10	527_RG_Benzing_Rinschen_150523_TQ_S15	527_RG_Benzing_Rinschen_150523_TQ_S16	527_RG_Benzing_Rinschen_150523_TQ_S17	527_RG_Benzing_Rinschen_150523_TQ_S18	527_RG_Benzing_Rinschen_150523_TQ_S23	527_RG_Benzing_Rinschen_150523_TQ_S24	724_RG_Rinschen_Schermer_150624_C1_01	724_RG_Rinschen_Schermer_150624_C2_02	724_RG_Rinschen_Schermer_150624_C3_03	724_RG_Rinschen_Schermer_150624_C4_04	724_RG_Rinschen_Schermer_150624_PAN_1_05	724_RG_Rinschen_Schermer_150624_PAN_2_06	724_RG_Rinschen_Schermer_150624_PAN_3_07	724_RG_Rinschen_Schermer_150624_PAN_4_08	Q-value	Intensity	MS/MS Count	Protein IDs	Majority protein IDs	Protein names	Gene names	PDB
25.71631	25.88597	26.06427	25.98372	25.35343	26.00708	25.69652	25.94051	25.53041	24.95868	26.09281	26.27331	25.01103	25.04714	24.95243	24.6911	24.82386	24.32711	24.53748	24.73995	0	2492800000	66	Q9HCD5;Q5JY17	Q9HCD5	Nuclear receptor coactivator 5	NCOA5	1V95;2J7X;2J7Y
20.96661	22.35819	21.26154	21.21264	21.58899	21.73709	22.3064	20.05844	22.1227	21.53064	20.31083	21.49941	22.99695	23.24815	23.2509	23.13105	21.65425	21.73322	21.69846	21.42342	0	326410000	11	Q9HCD6;J3KRP9	Q9HCD6	Protein TANC2	TANC2	
23.74888	23.76871	23.84384	24.32882	22.6972	23.54981	23.75847	21.69439	22.42702	23.44887	23.50082	21.06627	23.97963	23.82328	23.88707	23.53742	23.78875	23.9627	23.65742	23.92225	0.00022994	891750000	15	Q9HCE5;B4DJF7;D6RBL4;D6RD73	Q9HCE5;B4DJF7;D6RBL4	Methyltransferase-like protein 14	METTL14	
22.84812	22.81286	22.98047	23.34787	22.82433	22.60404	22.76841	22.36864	21.74633	22.38243	22.10753	22.53376	23.37398	23.09706	23.29011	23.35124	23.24912	23.29249	23.46438	23.04272	0	640690000	7	Q9HD33	Q9HD33	"39S ribosomal protein L47, mitochondrial"	MRPL47	
26.42826	26.48353	26.65185	26.72208	26.4434	26.67936	26.68846	26.65034	26.38946	26.3786	26.59761	26.74484	26.84709	26.93033	27.04489	27.04375	27.13095	26.88646	26.94235	26.67949	0	10031000000	94	Q9HD42;B4DXN3;F8VUA2;F8VVT7	Q9HD42;B4DXN3;F8VUA2;F8VVT7	Charged multivesicular body protein 1a	CHMP1A	2JQ9;2YMB;4A5X
25.89837	25.93636	26.26492	26.1752	25.40035	25.64526	25.53917	25.55567	26.35583	25.9729	26.71411	26.22758	25.33804	25.55535	25.33623	25.30393	25.70493	25.78831	25.99669	26.28634	0	5225500000	100	Q9HDC9;H0Y512	Q9HDC9;H0Y512	Adipocyte plasma membrane-associated protein	APMAP	
25.67274	25.64482	25.66435	24.95496	25.76025	25.37508	25.24336	25.29077	25.6757	25.8565	25.67179	25.73637	24.93544	25.74286	25.20765	25.66281	24.96851	25.11076	24.76486	25.8283	0	2946600000	65	Q9NNX1;B7Z688;Q53FX0;F5H607;B7Z4Y1;A6PVU8;Q6UWW7;B7Z5P6	Q9NNX1;B7Z688;Q53FX0;F5H607;B7Z4Y1;A6PVU8	Tuftelin	TUFT1	
24.82949	25.05743	24.42419	24.59753	25.09981	24.71298	24.5545	24.31638	24.64075	23.99363	24.1145	23.72286	24.28546	24.68939	24.52719	24.18155	24.19423	24.07496	24.09869	24.17995	0	1667200000	36	Q9NP72;B7Z5V3;Q5W0J0;B7Z4P9;Q59EW3;H0Y6T8;Q9BZT2	Q9NP72;B7Z5V3;Q5W0J0;B7Z4P9	Ras-related protein Rab-18	RAB18	1X3S
23.41635	23.7454	23.08709	23.7043	22.07723	23.56279	23.37053	23.24613	23.94521	22.83049	23.40171	23.37119	24.38667	24.42765	24.49234	24.52409	24.56197	24.44525	24.23666	23.96561	0	1379000000	35	Q9NP77;B4DMK6	Q9NP77;B4DMK6	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	SSU72	3O2Q;3O2S;4H3H;4H3K
26.97071	26.96202	27.2249	27.20079	26.71882	27.19629	27.3559	27.1672	27.4107	27.47414	26.9467	27.08426	26.58147	26.31795	26.36636	26.37915	26.36389	26.49205	26.59591	26.73143	0	8069600000	154	Q9NP79;Q9C063;E7ETQ7;Q5TGM0;B4DW55	Q9NP79;Q9C063;E7ETQ7;Q5TGM0	Vacuolar protein sorting-associated protein VTA1 homolog	VTA1	2LXL;2LXM
25.74224	26.00303	26.20064	25.82214	25.61958	26.07855	26.17234	26.03568	25.9494	25.61997	26.17278	26.27242	25.66736	24.80646	25.65788	25.33467	25.84807	26.15679	25.69115	25.58864	0	4084500000	101	Q9NPD3;E9PI41;E9PPI9	Q9NPD3;E9PI41	Exosome complex component RRP41	EXOSC4	2NN6
25.43358	25.18809	25.19783	25.02115	24.53208	24.92234	24.92257	25.18299	24.56941	24.76238	25.26692	25.29411	25.17215	24.78561	24.88059	24.3577	25.06472	24.76527	24.42098	23.16208	0	1943800000	48	Q9NPE3;H0YM60	Q9NPE3	H/ACA ribonucleoprotein complex subunit 3	NOP10	
24.13132	23.74776	24.43065	24.58285	20.97353	23.56883	24.16684	24.33912	24.62645	23.72369	24.06677	24.1997	24.76405	24.71816	24.38574	24.62025	24.14297	24.8101	24.78252	24.98837	0	1709200000	53	Q9NPF4;G3V425;G3V4G4;G3V445;G3V282;G3V249	Q9NPF4;G3V425	Probable tRNA threonylcarbamoyladenosine biosynthesis protein OSGEP	OSGEP	
23.23092	22.39013	21.93768	23.10642	21.1871	23.0375	21.28705	20.95126	20.95942	23.88989	23.38007	22.73855	23.90876	23.65895	24.14616	23.94253	24.37159	24.72062	24.95189	25.41979	0	1487900000	18	Q9NPJ3	Q9NPJ3	Acyl-coenzyme A thioesterase 13	ACOT13	2F0X;2H4U;3F5O
23.25407	23.35246	23.13945	21.2162	23.43886	23.69232	20.92522	21.6658	21.52575	23.05561	23.71293	21.65423	21.14218	22.6513	21.88555	21.8772	21.90926	22.35684	20.5565	20.50073	0.0063021	217570000	5	Q9NPJ8	Q9NPJ8	NTF2-related export protein 2	NXT2	
26.13587	26.39712	26.37418	26.14383	26.21527	26.10073	26.23316	26.09708	26.26614	26.00052	26.35847	25.98475	26.38009	25.78324	25.81274	25.85712	25.93218	25.95167	25.63262	25.93937	0	5240700000	143	Q9NPQ8;H0YEN0;H0YE35;E9PI04;E9PSI0;H0YC88;E9PMP0;REV__E9PNP5;Q9NVN3;A0A024RBG9;B7WPL0	Q9NPQ8;H0YEN0	Synembryn-A	RIC8A	
24.30229	24.71555	25.07774	24.98572	24.37272	24.84527	24.83783	24.82978	24.28419	23.80418	25.09418	25.39767	26.32768	26.02903	26.38581	26.38655	26.36693	26.09215	26.02912	25.99386	0	4138000000	68	Q9NQ48;H7C488;C9J0R9	Q9NQ48;H7C488	Leucine zipper transcription factor-like protein 1	LZTFL1	
25.73965	24.4206	25.64353	26.10504	24.27398	25.28996	25.70401	24.9917	24.72442	26.4765	25.39352	24.61857	27.99383	27.46552	27.59626	27.94721	27.8262	27.75366	28.1436	28.34849	0	15872000000	128	Q9NQ88	Q9NQ88	"Fructose-2,6-bisphosphatase TIGAR"	TIGAR	3DCY
24.54038	25.64628	24.01154	24.61577	24.77249	24.96362	25.4399	24.03817	25.4582	23.36303	23.94476	22.05803	25.74047	26.22406	26.15302	26.26073	25.83294	26.1151	26.62993	26.71135	0	4564900000	54	Q9NQC3;Q6IPN0;F8W914;F8WAM4;Q3LIF4;Q53R94;Q53SY1;D6W5C2;A6XGP7;H7C106;Q53RF4	Q9NQC3;Q6IPN0;F8W914;F8WAM4;Q3LIF4	Reticulon-4	RTN4;Nbla00271	2G31;2JV5
24.3978	24.78651	24.86382	25.12238	23.96965	24.80272	24.41145	24.72416	24.5254	22.07868	25.17995	24.56523	24.92705	25.26302	25.17976	25.28521	25.02901	21.99606	23.84862	24.93616	0	1979400000	44	Q9NQG5;A2A2M0;E9PQF3;E9PIQ9	Q9NQG5;A2A2M0	Regulation of nuclear pre-mRNA domain-containing protein 1B	RPRD1B	4FLA;4FU3;4HFG;4NAD;4Q94;4Q96
26.3581	26.19706	26.34009	26.5381	26.38929	26.15405	26.54217	26.3854	26.274	25.36983	26.35642	26.48387	24.18639	25.15542	23.68121	24.19333	24.63362	24.12912	24.28475	24.50452	0	3538600000	53	Q9NQP4;B2R548;E9PQY2	Q9NQP4;B2R548;E9PQY2	Prefoldin subunit 4	PFDN4	
26.52883	26.48475	26.5441	26.53952	25.87809	26.15258	27.00239	26.85079	26.58949	26.58649	26.6095	26.61569	28.65441	28.17826	28.27932	28.17978	28.36185	28.25764	28.4069	28.50605	0	21064000000	162	V9HW91;Q9NQR4;H7C579;B4DFB1;F8WF70;B7Z3F9	V9HW91;Q9NQR4;H7C579;B4DFB1	Omega-amidase NIT2	NIT2	
24.72172	23.81685	24.31948	23.64702	23.71754	23.80499	23.45638	23.35299	23.62934	23.04736	23.3769	23.42201	24.74842	24.63539	24.34611	24.07063	24.04702	24.12998	23.96146	23.51196	0	1298700000	35	Q9NQS1;H0YKR0	Q9NQS1	Cell death regulator Aven	AVEN	
24.29256	24.21074	24.46008	24.32045	23.89449	24.13759	24.16277	24.20038	21.74509	22.69544	23.65042	23.89495	23.98874	20.63604	22.93579	20.65596	21.89527	22.12569	22.20618	22.16697	0	416370000	21	Q9NQT5;Q9NYS3	Q9NQT5;Q9NYS3	Exosome complex component RRP40	EXOSC3;PNAS-3	2NN6
26.79141	26.84218	26.86349	26.94313	26.57845	26.92637	27.25683	27.08699	27.26383	25.97629	27.51382	26.21579	27.68879	28.19981	27.8079	27.92315	27.77982	27.65608	27.50975	27.35548	0	15320000000	215	Q9NQW7;Q5T6H7;B3KSI7;Q5T6H2;Q5T6H3;Q68EA4	Q9NQW7;Q5T6H7;B3KSI7	Xaa-Pro aminopeptidase 1	XPNPEP1	3CTZ
22.06401	21.92252	22.5248	22.34486	21.99121	22.05778	22.03043	21.92546	21.95876	23.28297	21.90371	21.73806	22.9336	22.17264	22.72509	22.29056	22.94125	22.90075	21.41662	21.36949	0	345450000	15	Q9NQZ2	Q9NQZ2	Something about silencing protein 10	UTP3	
30.73731	30.53631	30.74134	30.41478	30.49181	30.79916	30.84086	30.89865	30.4874	30.50664	30.69768	30.84326	29.6974	29.8773	29.91841	30.04583	30.03865	29.9421	30.04492	30.23089	0	1.0236E+11	682	Q9NR12;D6RH06;D6RF83;H7BYK4;D6RAN1;H0Y8W6	Q9NR12	PDZ and LIM domain protein 7	PDLIM7	2Q3G
28.10724	27.68398	27.3286	26.95327	26.13874	26.86938	26.21087	25.67871	26.07688	23.58612	25.68533	24.76421	25.12044	25.18975	25.16477	24.84475	23.45626	24.11108	23.43606	24.2333	0	3562300000	130	Q9NR30;Q3SWU7;Q8NI92	Q9NR30	Nucleolar RNA helicase 2	DDX21	2M3D
22.48996	22.94625	23.03879	23.16228	22.70227	22.35512	23.02677	22.85835	22.96932	23.64296	23.17592	23.17475	21.60291	22.80595	22.71024	21.50822	22.73141	21.87303	22.75393	22.72022	0	291580000	29	Q9NR33	Q9NR33	DNA polymerase epsilon subunit 4	POLE4	
28.91245	28.84494	29.07482	28.8387	28.75449	28.81705	29.30241	29.25178	28.98983	28.45987	29.15998	29.25901	30.40253	30.30193	30.43052	30.47053	30.43579	30.49819	30.5517	30.71498	0	1.0101E+11	532	Q9NR45;V9HW39;Q5TBR0;Q5TBR1;Q9P0B2	Q9NR45;V9HW39	Sialic acid synthase	NANS	1WVO
25.90614	25.89541	25.71497	25.64422	25.28577	25.84733	25.83461	25.47088	25.39211	24.56384	25.99481	25.15765	25.85324	25.81629	25.9385	25.88563	25.90175	25.82248	25.74697	25.78818	0	4145200000	110	Q9NR50;Q9HA31;H0Y580;Q5QP88	Q9NR50;Q9HA31;H0Y580	Translation initiation factor eIF-2B subunit gamma	EIF2B3	
22.10754	23.64966	24.09844	23.94806	23.74622	23.40536	23.73655	23.92551	23.30466	23.02236	23.98859	23.90104	23.56883	23.93912	23.47085	23.32978	23.40145	23.28926	22.96703	22.2481	0	891090000	29	Q9NRG0;E5RGS9;H0YBP8	Q9NRG0;E5RGS9	Chromatin accessibility complex protein 1	CHRAC1	
25.38512	25.61268	25.46902	26.0281	24.97688	25.44025	25.54984	25.64271	24.67686	23.37539	24.98155	24.77218	25.09993	24.26119	24.15112	24.63954	25.00949	25.17839	24.80331	24.55964	0	2464600000	54	Q9NRN7;E9PNF3;E9PLW6	Q9NRN7	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT	2BYD;2C43;2CG5
27.57521	27.71888	27.65219	27.87232	27.60894	27.48899	27.38928	27.74259	27.7965	26.78294	28.15325	27.26284	29.75897	29.74606	29.73926	29.87366	29.86527	29.80323	29.41371	29.3333	0	53028000000	190	V9HWC4;Q9NRX4;Q6FIE5;Q9P019	V9HWC4;Q9NRX4;Q6FIE5	14 kDa phosphohistidine phosphatase	PHPT1;PHP14	2AI6;2HW4;2NMM;2OZW;2OZX
22.5484	22.43135	21.89375	22.57462	20.86222	22.46369	22.40171	22.50644	22.49609	24.26032	22.51867	22.90892	21.91444	21.47465	21.54274	22.8333	21.60118	20.65346	22.2865	22.78527	0	288590000	19	Q9NRY2;X6R8P6	Q9NRY2;X6R8P6	SOSS complex subunit C	INIP	4OWT;4OWW
24.78796	24.14678	24.28482	24.2094	24.1526	24.02741	24.01018	23.72619	24.08075	22.75577	23.89818	21.4381	24.18367	24.46719	23.9115	24.28228	24.12108	23.69827	23.87173	24.26112	0	1558000000	35	Q9NRY4;A2RRE5;B4DPI8	Q9NRY4;A2RRE5	Rho GTPase-activating protein 35	ARHGAP35;GRLF1	2K85;3C5H;3FK2
25.76469	26.03223	26.21442	26.34531	26.69684	25.39342	25.47497	25.55356	25.4455	23.09552	25.17927	25.93001	26.15422	25.73807	25.77221	25.71521	26.02813	25.77653	25.81296	25.898	0	4448900000	43	Q9NRY5;B4E1J2;E7ESJ7;I6L9D5;B4DQT0;E5RGF9;B3KTE4;E5RHP2;E5RHI8;E5RFK2;E5RH43;E5RK42	Q9NRY5;B4E1J2;E7ESJ7;I6L9D5;B4DQT0	Protein FAM114A2	FAM114A2	
22.75267	21.13273	22.28351	21.80913	20.95128	23.23307	21.5044	20.75301	22.18695	23.14552	21.96795	22.57351	22.22722	22.14579	22.83129	22.37015	22.71661	22.28583	22.81833	21.63656	0.00022831	439940000	7	Q9NS87;C9JKA9;H7BZT2;D6RCT7	Q9NS87;C9JKA9	Kinesin-like protein KIF15	KIF15	4BN2
24.21756	23.91907	24.30946	24.34286	23.87923	23.98755	24.06406	23.78107	24.11124	23.24239	23.76901	22.70377	25.54749	25.6013	25.87853	25.73322	25.70158	25.7747	25.69755	25.90274	0	3437400000	43	Q9NSE4;F6SBX2;A8K5W7	Q9NSE4;F6SBX2;A8K5W7	"Isoleucine--tRNA ligase, mitochondrial"	IARS2	
25.37713	24.99101	25.53644	25.00144	24.98233	25.36933	25.20277	25.46226	25.30744	25.85562	25.23644	25.60082	26.86561	26.73738	26.60767	26.70899	26.38141	26.70728	26.40874	26.16687	0	6470500000	80	Q9NT62;F8WDI0	Q9NT62	Ubiquitin-like-conjugating enzyme ATG3	ATG3	4NAW
24.33606	24.94731	24.70451	24.79025	24.49997	24.52397	24.45939	24.6413	24.60054	23.79259	24.64301	24.79094	24.80474	24.67546	24.63699	24.61476	24.35783	24.47426	24.51707	24.6803	0	1757100000	28	Q9NTX5;H0Y5L2;H0YCS9;H0Y525;J3KP84;E9PPG7;E9PRU6;F2Z2D6;E9PJS8;E9PLY6	Q9NTX5;H0Y5L2	Ethylmalonyl-CoA decarboxylase	ECHDC1	
22.91964	22.53464	22.75803	22.52597	23.74474	22.44781	22.67941	22.51314	22.81127	22.52966	23.02791	21.93833	21.15625	22.38968	21.79041	22.89711	21.55385	21.50456	21.68104	21.64725	0	156440000	10	Q9NUG6	Q9NUG6	p53 and DNA damage-regulated protein 1	PDRG1	
21.99012	21.88127	21.46484	21.26447	22.36866	22.3132	21.3822	23.26848	22.02595	22.09789	20.09888	20.80753	22.12514	21.28844	22.30752	21.77022	23.64009	23.35568	21.69162	23.35299	0	524800000	4	Q9NUI1;Q4VXZ8;G3V0I9	Q9NUI1;Q4VXZ8	"Peroxisomal 2,4-dienoyl-CoA reductase"	DECR2	4FC6;4FC7
23.17747	23.209	23.75348	23.66796	23.27881	22.98089	23.79828	23.70904	23.78526	23.34951	24.00084	24.33108	23.56906	23.65115	21.86577	21.78071	23.91661	23.70039	24.04877	23.70672	0	766910000	20	Q9NUJ1;B7Z6A8;C9IZX5	Q9NUJ1;B7Z6A8	"Mycophenolic acid acyl-glucuronide esterase, mitochondrial"	ABHD10	
21.0793	20.92752	21.53673	21.03065	21.22665	21.20377	20.03591	22.29864	21.58514	23.5138	21.96696	21.02633	25.62151	25.76908	25.3652	25.53934	25.81252	25.64537	25.46541	25.30473	0	2647600000	19	Q9NUL5;K7EMS9	Q9NUL5;K7EMS9	UPF0515 protein C19orf66	C19orf66	
21.55816	21.79947	21.37587	22.04972	22.62437	21.76511	21.66914	20.93683	21.59113	22.7444	22.83527	21.98447	22.68494	22.40205	22.43232	22.45931	22.90296	23.01715	22.62187	22.60234	0	404520000	10	Q9NUP1	Q9NUP1	Biogenesis of lysosome-related organelles complex 1 subunit 4	BLOC1S4	
24.16714	24.09692	23.72827	24.02208	24.11744	23.8797	24.02378	23.81049	24.03633	23.0386	24.08148	24.26664	23.89393	23.92116	23.97928	23.67584	22.83718	23.70092	23.81587	23.49314	0	944300000	30	Q9NUQ3	Q9NUQ3	Gamma-taxilin	TXLNG	
28.1489	27.95892	28.09562	28.10704	27.55552	27.81525	27.93343	27.88116	27.70306	27.57167	28.03297	28.22412	28.00244	27.82972	28.03049	27.90971	28.21813	27.8343	28.27195	28.10099	0	18295000000	224	Q9NUU7;I3L0H8;B4DS24;Q69YM2;B4DRZ7;I3L352;Q68DY7;H3BTB3;J3QRH0;H3BSL8;H3BP36;H3BP50	Q9NUU7;I3L0H8;B4DS24;Q69YM2;B4DRZ7;I3L352;Q68DY7	ATP-dependent RNA helicase DDX19A	DDX19A;DKFZp762C1313;DKFZp686C21137	
23.42381	21.46051	23.51689	21.14286	22.12542	20.58217	22.37517	21.193	22.38748	22.73702	22.56796	23.33338	24.29838	23.8839	24.01393	23.77736	23.66915	23.90967	23.82454	23.61941	0	970840000	11	Q9NUY8;E9PGE5;B3KS68;C9IZ32;C9JAM5	Q9NUY8;E9PGE5	TBC1 domain family member 23	TBC1D23	
23.52037	23.15782	23.10366	23.28982	22.28556	23.02884	22.08821	22.62357	23.20008	21.80949	23.05053	21.85019	21.75603	22.7402	22.94272	21.51593	21.80052	22.82784	21.42441	22.67657	0	627330000	9	Q9NV06;E7EVM5;B3KME9;E5RHM4;E5RJ28	Q9NV06;E7EVM5;B3KME9	DDB1- and CUL4-associated factor 13	DCAF13	
25.92723	25.08464	25.377	25.84969	25.10793	25.62715	25.8593	24.92434	24.58852	23.62715	25.33906	25.25191	25.99153	25.9644	26.03231	26.04414	26.07376	26.3684	26.16833	26.8429	0	5559100000	66	Q9NVD7;F5H1R9;J3KNQ4;E9PS97;B7Z952;Q9HBI1	Q9NVD7;F5H1R9;J3KNQ4;E9PS97;B7Z952	Alpha-parvin	PARVA	2K2R;2VZC;2VZD;2VZG;2VZI;3KMU;3KMW;3REP;4EDL;4EDM;4EDN
24.93854	24.87037	25.33347	25.35498	24.66194	24.9747	25.16143	24.76157	24.97754	23.58586	25.44417	24.13171	24.50555	24.18253	24.36433	24.61689	24.63622	24.53237	24.56273	25.038	0	2324100000	64	Q9NVE7;B4DHW9;E9PHT6;H0YA26;B4DZX1;H0Y9E4;Q7RTX2;D6RJF3	Q9NVE7;B4DHW9;E9PHT6;H0YA26;B4DZX1	Pantothenate kinase 4	PANK4	
25.40652	25.35165	25.72702	25.63331	24.93409	25.17931	25.46126	25.43212	25.47448	25.9088	25.42169	25.55999	26.00903	26.03448	26.07592	25.53469	26.06275	26.37865	26.20081	26.03332	0	4959400000	95	Q9NVI7	Q9NVI7	ATPase family AAA domain-containing protein 3A	ATAD3A	
23.01849	21.21527	23.1549	23.12302	22.59684	22.33735	21.67616	22.43399	22.3013	22.59157	22.88191	20.69348	22.64187	21.46109	23.14194	21.73621	22.31553	22.36531	21.64671	21.37735	0	129520000	8	Q9NVM6;H0YLQ7;S4R343;H0YK99	Q9NVM6;H0YLQ7	DnaJ homolog subfamily C member 17	DNAJC17	2D9O
24.43326	24.94329	24.40009	24.61246	23.9664	21.59024	24.47042	21.61524	22.81433	23.92907	21.25054	20.78473	24.34442	25.22872	24.86368	24.7416	24.52241	24.75527	22.27497	21.60189	0	1866600000	12	Q9NVM9;B4DNK1;F5H457;F5H5W1;F8VRX9;Q9NW22;H0YH12;H0YI01;Q9BZT6	Q9NVM9;B4DNK1;F5H457	Protein asunder homolog	ASUN	
23.00198	21.23978	22.5404	21.61964	22.24378	21.06807	22.31493	22.31609	21.65702	23.00475	22.21671	23.64677	22.71253	21.70171	21.14576	22.35872	21.87557	22.89156	21.63349	22.23645	0.0019141	117000000	5	Q9NVT9;E5RJ86	Q9NVT9;E5RJ86	Armadillo repeat-containing protein 1	ARMC1	
25.3681	25.06788	25.50288	25.37039	24.99654	25.60789	25.71382	25.61487	25.00282	25.32199	25.40419	25.62157	25.06952	24.82765	24.85595	24.95207	25.29295	24.92397	24.55842	24.68008	0	2203300000	60	Q9NW64;E5RJW4;F5GWK3;E5RHA8	Q9NW64;E5RJW4;F5GWK3	Pre-mRNA-splicing factor RBM22	RBM22	2YTC
25.71091	25.59224	25.27483	25.44828	25.65761	25.27078	25.31824	25.17646	25.59631	25.57796	25.29908	25.43889	25.14682	25.13403	25.03116	25.03419	24.9901	24.53588	24.68603	24.54085	0	2465500000	59	Q9NW82;A8K564;D6RIW8;B3KTI7;B4DZD7	Q9NW82;A8K564;D6RIW8	WD repeat-containing protein 70	WDR70	
24.46967	24.45344	24.72046	24.50918	24.90067	25.37779	25.02855	25.02145	24.48456	24.98433	24.44019	24.62868	25.2107	25.1279	25.26223	25.8235	25.31997	25.22861	25.25418	25.34878	0	3242300000	59	Q9NWH9;A0A024R5X3;A0A024R5U7;H7C3F4;A8K5V8;H7BXE3;H0YLW7;H0YMW8;H0YNF3;H0YMR6;H0YLE6;H0YL55;H0YKH2;H0YMM0	Q9NWH9;A0A024R5X3;A0A024R5U7;H7C3F4;A8K5V8	SAFB-like transcription modulator	SLTM	
24.03061	24.55256	23.79233	23.99817	24.41674	24.43485	23.89551	23.96851	24.21719	23.29165	24.38357	24.71649	24.40211	22.86733	20.94696	24.2382	25.28281	21.7662	24.8334	24.7156	0	1293400000	27	Q9NWM8;F8WBZ0;H9XW20;H7C1Z9	Q9NWM8	Peptidyl-prolyl cis-trans isomerase FKBP14	FKBP14	4DIP;4MSP
23.79947	23.89624	23.83258	23.61212	23.75878	23.63201	23.69615	23.84364	24.21638	23.62845	23.31838	24.21	21.92482	22.0983	22.5628	21.7231	22.94815	21.77667	21.66982	21.58853	0	532710000	17	Q9NWU2	Q9NWU2	Glucose-induced degradation protein 8 homolog	GID8	
25.38308	26.22391	25.82697	25.9001	25.75336	26.04101	26.36287	26.19238	26.18567	26.37521	26.02574	26.50484	25.96664	25.8292	25.98111	26.04141	26.25771	26.50035	26.52686	25.94156	0	5085400000	78	Q9NWV4;D3DQ38;B1ARP7	Q9NWV4;D3DQ38	UPF0587 protein C1orf123	C1orf123	
22.81728	22.32745	22.98682	23.67411	22.55635	22.72736	22.98231	22.94521	21.20805	22.89813	21.54873	22.23691	21.71674	21.68333	22.04042	21.75911	22.00929	21.51226	22.29056	21.62523	0.00065789	258640000	11	Q9NWY4	Q9NWY4	UPF0609 protein C4orf27	C4orf27	
24.01691	24.05159	24.59138	24.11775	24.30459	23.88381	24.20687	24.12566	24.34116	23.14352	24.41629	24.46793	24.732	24.25969	24.43536	24.16745	23.14657	24.36239	24.71335	24.52844	0	1389500000	28	Q9NX08	Q9NX08	COMM domain-containing protein 8	COMMD8	
24.77962	24.91442	25.23823	24.76987	24.7904	24.80331	24.65234	24.76081	24.91438	24.05341	24.732	25.01907	24.33088	24.2576	24.50233	24.31941	24.26771	24.41815	24.56075	23.75888	0	1652900000	67	Q9NX24;J3QSY4;D6RC52;D6RCB9	Q9NX24;J3QSY4;D6RC52;D6RCB9	H/ACA ribonucleoprotein complex subunit 2	NHP2	
20.932	20.3889	20.71658	20.00484	21.56602	21.56282	21.94995	23.02141	22.27827	22.90618	24.48038	24.20658	20.37241	25.61726	25.54227	25.2809	21.15848	24.99727	21.91958	20.31197	0.007133	1139600000	14	Q9NX34;A0A024R3V9	Q9NX34			
26.15412	26.07792	26.52919	26.30979	25.69418	25.69967	25.95496	25.87054	25.93935	25.90235	26.02749	26.20021	26.92332	26.82335	26.52879	26.8642	26.78544	26.62854	26.58949	26.48051	0	7744400000	115	Q9NX46;B4DHV5;B7ZAN4	Q9NX46;B4DHV5	Poly(ADP-ribose) glycohydrolase ARH3	ADPRHL2	2FOZ;2FP0;2G4K
21.3529	21.80299	22.43011	21.41527	22.25084	21.58739	22.50225	20.54393	21.35759	23.53028	20.54952	21.06686	23.11904	22.718	22.71167	22.37417	22.36271	21.73224	22.40317	22.2522	0	322890000	6	X5D963;Q9NXD2;X5D300;H3BUS9;X5D7X7;X5DRD0;X5DR33;X5D334;X5DP53;H3BQR5;B4E157	X5D963;Q9NXD2;X5D300;H3BUS9;X5D7X7;X5DRD0;X5DR33;X5D334;X5DP53	Myotubularin-related protein 10	MTMR10	
23.79025	22.29846	20.96315	22.8659	21.95434	22.86255	22.02876	21.12256	23.17609	21.60877	23.11967	22.4989	23.40912	23.17381	22.96927	23.40938	23.15652	23.27199	22.85744	22.78999	0	603070000	15	X5DR54;Q9NXR1;X5DRB5;X5DP35;I3L2T8;I3L533;J3QL85;I3L2R9;I3L522;A6NIZ0;Q9GZM8;B4DS41;I3L3G9;I3L2S8;I3L2R3;J3KRK9	X5DR54;Q9NXR1;X5DRB5;X5DP35;I3L2T8;I3L533;J3QL85;I3L2R9;I3L522;A6NIZ0;Q9GZM8;B4DS41	Nuclear distribution protein nudE homolog 1;Nuclear distribution protein nudE-like 1	NDE1;NDEL1	2V66
21.54604	20.68935	21.24019	21.60757	22.49089	21.57735	21.24615	21.62474	22.00739	22.84258	23.5782	21.98769	24.17676	24.12818	24.55625	24.25818	20.96049	24.3771	24.20075	24.4577	0	1119900000	12	Q9NXR7;F8W733;C9J2G0;Q6ZWH1;A2NFR5	Q9NXR7;F8W733;C9J2G0;Q6ZWH1	BRCA1-A complex subunit BRE	BRE	
23.47259	23.58875	23.97386	23.9819	23.48542	23.77616	24.16154	23.95651	23.61874	23.11775	23.85034	23.70366	21.59275	23.41908	21.76331	24.02715	24.1845	24.07659	23.68528	23.46226	0	1111800000	22	Q9NXV2;H3BSS5	Q9NXV2;H3BSS5	BTB/POZ domain-containing protein KCTD5	KCTD5	3DRX;3DRY;3DRZ
